zip,type,price,bed,bath,longi,lotsize,address,lati,sqft,hlfbath
33139,Single family,5400,2,2,-80.128977,,100 Lincoln Rd Unit 947,25.790359," 1,190",
33139,Condo/townhome/row home/co-op,596000,0,1,-80.128977,,100 Lincoln Rd Unit 746,25.790359, 520,
33160,Condo,2200,2,2,-80.123936,,100 Bayview Dr Apt 829,25.921921," 1,331",
33160,Condo/townhome/row home/co-op,515000,2,2,-80.123936,,100 Bayview Dr Apt 2005,25.921921," 1,603",
33139,Condo/townhome/row home/co-op,2140000,1,1,-80.132179,,100 S Pointe Dr Apt 1003,25.766321,,1
33149,Condo/townhome/row home/co-op,375000,1,1,-80.160257,,100 Ocean Lane Dr Apt 503,25.698736, 870,
33139,Condo/townhome/row home/co-op,8375000,3,4,-80.132179,,100 S Pointe Dr Apt 2505,25.766321," 2,847",1
33139,Condo,23900,3,4,-80.132179,,100 S Pointe Dr Apt 2505,25.766321," 2,847",1
33139,Condo/townhome/row home/co-op,799000,3,2,-80.13698,,100 Meridian Ave Apt 236,25.770563," 1,300",
33139,Condo/townhome/row home/co-op,3150000,2,2,-80.132179,,100 S Pointe Dr Apt 509,25.766321," 1,595",1
33139,Condo/townhome/row home/co-op,2150000,1,1,-80.132179,,100 S Pointe Dr Apt 802,25.766321," 1,201",1
33139,Condo/townhome/row home/co-op,2050000,1,1,-80.132179,,100 S Pointe Dr Apt 902,25.766321," 1,201",1
33156,Single family home,4950000,6,5,-80.279505,1.5,10100 Lakeside Dr,25.677415," 9,113",2
33172,Condo/townhome/row home/co-op,139927,2,1,-80.360389,,10105 NW 9th St Cir Unit 9-103,25.777991, 874,
33176,Single family home,649000,4,2,-80.358148,0.37,10108 SW 127th St,25.651403," 2,841",1
33139,Condo,2500,0,1,-80.128977,,100 Lincoln Rd Unit 1245,25.790359, 530,
33131,Condo/townhome/row home/co-op,990000,2,3,-80.192701,,1010 Brickell Unit 3004,25.764342," 1,497",
33178,Single family home,584000,4,3,-80.361346,"4,001",10030 NW 86th Ter,25.851971," 2,548",1
33136,Condo/townhome/row home/co-op,169000,2,2,-80.211612,,1010 NW 11th St Apt 603,25.783817, 929,
33134,Single family home,1495000,6,6,-80.287319,0.48,1010 Country Clb,25.761512," 5,393",
33130,Condo/townhome/row home/co-op,350000,1,1,-80.197646,,1010 SW 2nd Ave Unit 1007,25.76409, 792,
33130,Condo/townhome/row home/co-op,578900,2,2,-80.197646,,1010 SW 2nd Ave Unit 1609,25.76409," 1,140",1
33130,Condo/townhome/row home/co-op,895000,3,3,-80.197646,,1010 SW 2nd Ave Unit 2101,25.76409," 1,812",1
33130,Condo/townhome/row home/co-op,405000,2,2,-80.197646,,1010 SW 2nd Ave Unit 601,25.76409,,
33130,Condo/townhome/row home/co-op,690000,3,2,-80.197646,,1010 SW 2nd Ave Unit 1403,25.76409," 1,394",1
33172,Condo/townhome/row home/co-op,120000,2,1,-80.360318,,10115 NW 9th St Cir Unit 6-106,25.778408, 874,
33139,Condo/townhome/row home/co-op,4300000,2,2,-80.128158,,101 20th St Unit 1907,25.795604," 1,279",
33130,Condo/townhome/row home/co-op,490000,2,2,-80.197646,,1010 SW 2nd Ave Unit 701,25.76409," 1,160",
33139,Condo/townhome/row home/co-op,4100000,2,2,-80.128158,,101 20th St Unit 2107,25.795604," 1,279",
33139,Condo/townhome/row home/co-op,1650000,1,1,-80.128158,,101 20th St Unit 2503,25.795604, 767,1
33139,Condo/townhome/row home/co-op,4500000,2,2,-80.128158,,101 20th St Unit 2508,25.795604," 1,141",
33139,Condo/townhome/row home/co-op,12150000,3,3,-80.12818,,101 20th St Ph Vc,25.795613," 3,571",1
33189,Single family home,229000,3,1,-80.355871,"8,250",10121 Jamaica Dr,25.574325," 1,161",
33186,Condo/townhome/row home/co-op,263900,3,2,-80.412601,,10121 SW 134th Pl,25.673281," 1,145",
33139,Condo/townhome/row home/co-op,4500000,2,2,-80.128158,,101 20th St Unit B,25.795604," 1,765",1
33172,Condo/townhome/row home/co-op,300000,3,2,-80.35854,,10132 NW 7th St Unit 105,25.773196," 1,340",
33172,Condo/townhome/row home/co-op,259900,3,2,-80.35854,,10132 NW 7th St Unit 203,25.773196," 1,340",
33172,Condo/townhome/row home/co-op,395000,4,2,-80.363583,,1012 NW 102nd Pl,25.780064," 1,792",1
33154,Condo/townhome/row home/co-op,655000,3,2,-80.133801,,10140 W Bay Harbor Dr Unit 503C,25.891904," 1,840",1
33190,Single family home,269000,3,2,-80.355644,"3,530",10141 SW 223rd Ter,25.560278," 1,654",
33154,Condo/townhome/row home/co-op,1795000,2,3,-80.123081,,10155 Collins Ave Apt 1006,25.893227," 2,540",
33154,Condo/townhome/row home/co-op,1750000,2,3,-80.123081,,10155 Collins Ave Apt 1808,25.893227," 2,135",
33154,Condo/townhome/row home/co-op,4488000,4,5,-80.123081,,10155 Collins Ave Ph 2,25.893227," 3,300",1
33161,Single family home,325000,2,1,-80.177734,0.23,1015 NE 119th St,25.88539, 912,
33176,Single family home,559000,4,2,-80.359216,0.26,10171 SW 102nd Ave,25.6746," 2,210",
33154,Condo/townhome/row home/co-op,1099000,2,2,-80.123126,,10175 Collins Ave Apt 206,25.89378," 2,018",1
33154,Condo/townhome/row home/co-op,789000,2,2,-80.123126,,10175 Collins Ave Apt 505,25.89378," 2,018",1
33141,Single family home,865000,3,2,-80.144638,"6,300",1015 S Shore Dr,25.854667," 2,362",
33154,Condo/townhome/row home/co-op,248000,1,1,-80.124825,,10178 Collins Ave Apt 202,25.894127, 820,
33154,Condo/townhome/row home/co-op,575000,2,2,-80.12317,,10185 Collins Ave Apt 1407,25.894337," 1,412",
33154,Condo/townhome/row home/co-op,360000,1,1,-80.12317,,10185 Collins Ave Apt 1514,25.894337, 993,1
33154,Condo/townhome/row home/co-op,360000,1,1,-80.12317,,10185 Collins Ave Apt 621,25.894337," 1,019",
33134,Single family home,795000,4,2,-80.282421,"5,250",1018 Madrid St,25.76096," 2,145",
33178,Condo/townhome/row home/co-op,285000,2,2,-80.360111,,10190 NW 41st St Unit 104-9,25.811058," 1,612",1
33176,Condo/townhome/row home/co-op,319900,3,3,-80.357847,,10190 SW 88th St Apt 504,25.686656," 1,610",
33156,Condo/townhome/row home/co-op,243000,2,1,-80.320439,,10189 SW 77th Ct,25.67586, 970,1
33178,Single family home,319900,3,2,-80.361303,"4,114",10193 NW 43rd Ter,25.813114," 1,759",
33179,Single family home,320000,3,2,-80.183334,"4,410",1019 NE 203rd Ln,25.962123," 1,900",
33139,Condo/townhome/row home/co-op,220000,0,1,-80.133689,,101 Collins Ave Apt 25,25.769915, 390,
33131,Single family,1800,2,2,-80.191748,,101 E Flagler St Unit 901,25.774521, 850,
33131,Condo/townhome/row home/co-op,225000,2,2,-80.191748,,101 E Flagler St Unit 901,25.774521, 850,
33169,Single family home,299000,5,2,-80.203553,"8,870",101 NW 189th St,25.947953," 1,917",
33169,Condo/townhome/row home/co-op,54990,1,1,-80.204639,,101 NW 204th St Apt 5,25.963265, 580,
33139,Condo/townhome/row home/co-op,595000,0,1,-80.132247,,101 Ocean Dr Unit 513,25.769649, 400,
33176,Single family home,749000,4,3,-80.358581,0.41,10200 SW 143rd St,25.636419," 4,959",1
33154,Condo/townhome/row home/co-op,6500000,3,4,-80.123238,,10201 Collins Ave Unit 1402S,25.895167," 3,592",1
33154,Condo/townhome/row home/co-op,3190000,2,2,-80.123238,,10201 Collins Ave Unit 905S,25.895167," 1,778",1
33154,Condo/townhome/row home/co-op,2950000,2,2,-80.123238,,10201 Collins Ave Unit 405,25.895167," 1,704",1
33154,Condo/townhome/row home/co-op,1350000,2,2,-80.130936,,10201 E Bay Harbor Dr Apt 402,25.89266,,1
33154,Condo/townhome/row home/co-op,1249000,2,2,-80.130936,,10201 E Bay Harbor Dr Apt 202,25.89266," 1,507",1
33154,Condo/townhome/row home/co-op,1790000,3,3,-80.130936,,10201 E Bay Harbor Dr Apt 203,25.89266," 1,807",1
33154,Condo/townhome/row home/co-op,1695000,4,3,-80.130936,0.26,10201 E Bay Harbor Dr Apt 401,25.89266," 2,150",1
33131,Condo/townhome/row home/co-op,815900,2,2,-80.192701,,1010 Brickell Unit 3909,25.764342,,
33154,Condo/townhome/row home/co-op,1790000,3,3,-80.130936,,10201 E Bay Harbor Dr Apt 405,25.89266," 1,781",1
33154,Condo/townhome/row home/co-op,2495000,4,3,-80.130936,,10201 E Bay Harbor Dr Apt 507,25.89266," 2,090",1
33154,Condo/townhome/row home/co-op,1700000,3,3,-80.130936,,10201 E Bay Harbor Dr Apt 603,25.89266," 1,807",1
33154,Condo/townhome/row home/co-op,1590000,3,3,-80.130936,,10201 E Bay Harbor Dr Apt 605,25.89266," 1,781",
33154,Condo/townhome/row home/co-op,3990000,2,2,-80.124098,,10203 Collins Ave Unit 1105,25.895449," 1,704",1
33154,Condo/townhome/row home/co-op,1150000,2,2,-80.123313,,10205 Collins Ave Apt 505,25.895998," 2,060",
33154,Condo/townhome/row home/co-op,1600000,2,2,-80.123313,,10205 Collins Ave Apt 802,25.895998," 2,325",1
33154,Condo/townhome/row home/co-op,3895000,5,4,-80.123313,,10205 Collins Ave Ph 4,25.895998," 4,735",1
33176,Single family home,595000,3,2,-80.358899,0.43,10205 SW 135th St,25.644284," 1,887",
33154,Condo/townhome/row home/co-op,240000,2,2,-80.129528,,1020 94th St Apt 303,25.884539, 929,
33134,Single family home,1275000,4,3,-80.275961,0.29,1020 Castile Ave,25.749538," 2,925",1
33138,Single family home,689000,3,3,-80.176746,"8,475",1020 NE 98th St,25.865551," 2,123",
33139,Condo/townhome/row home/co-op,220000,1,1,-80.136588,,1020 Meridian Ave Apt 403,25.781375, 804,
33168,Single family home,269900,3,2,-80.215237,,1020 NW 125th St,25.888857," 1,685",
33168,Single family home,270000,3,1,-80.215797,"8,611",1020 NW 135th St,25.897813," 1,767",
33168,Single family home,134990,2,1,-80.216249,"7,875",1020 NW 142nd St,25.904388, 720,
33154,Condo/townhome/row home/co-op,299000,2,2,-80.124948,,10210 Collins Ave Apt 201,25.896127," 1,488",
33172,Condo/townhome/row home/co-op,122500,1,1,-80.336806,,100 NW 87th Ave Unit 204,25.77108, 922,1
33128,Condo/townhome/row home/co-op,73000,1,1,-80.212008,,1021 NW 3rd St Apt 104,25.776774, 465,
33149,Condo/townhome/row home/co-op,539000,2,2,-80.160635,,101 Ocean Lane Dr Apt 409,25.699709," 1,450",
33139,Condo,1700,1,1,-80.138194,,1021 Michigan Ave Apt 2,25.78098, 641,
33128,Condo/townhome/row home/co-op,75000,1,1,-80.212008,,1021 NW 3rd St Apt 307,25.776774, 465,
33156,Single family home,2495000,6,5,-80.311314,1.01,10220 SW 72nd Ave,25.675284," 4,334",1
33178,Single family home,1400000,5,5,-80.362971,"5,760",10223 NW 75th Ter,25.843098,,1
33178,Single family,6800,5,5,-80.362971,,10223 NW 75th Ter,25.843098,,1
33139,Condo,10000,1,1,-80.126779,,102 24th St Apt 1012,25.799755," 1,057",
33139,Condo/townhome/row home/co-op,1325000,1,1,-80.126779,,102 24th St Apt 1027,25.799755, 866,
33178,Single family home,1450000,5,5,-80.363202,"5,625",10230 NW 74th Ter,25.841166," 4,368",1
33178,Single family home,1550000,5,5,-80.363486,"5,535",10235 NW 74th Ter,25.841407," 4,017",1
33186,Single family,305000,3,3,-80.384903,"3,011",10235 SW 117th Ct,25.673243," 1,622",
33196,Single family home,415000,4,3,-80.453954,"6,005",10237 SW 159th Ct,25.671114," 2,092",
33154,Condo/townhome/row home/co-op,405000,2,2,-80.125006,,10240 Collins Ave Apt 205,25.896969," 1,207",
33165,Single family home,399900,4,2,-80.360843,"7,980",10244 SW 26th Ter,25.744577," 2,561",
33154,Condo/townhome/row home/co-op,2900000,3,3,-80.123437,,10245 Collins Ave Apt 12A,25.897065," 3,271",1
33154,Condo/townhome/row home/co-op,595000,2,2,-80.123437,,10245 Collins Ave Apt 2D,25.897065," 1,956",1
33154,Condo/townhome/row home/co-op,625000,3,2,-80.123437,,10245 Collins Ave Apt 4C,25.897065," 1,605",
33154,Condo/townhome/row home/co-op,799000,2,2,-80.123437,,10245 Collins Ave Apt 5A,25.897065," 2,067",1
33196,Condo/townhome/row home/co-op,255000,3,2,-80.444363,,10245 SW 154th Circle Ct Unit 1047,25.671691," 1,680",1
33196,Condo/townhome/row home/co-op,260000,3,2,-80.444972,,10245 SW 154th Pl Apt 105,25.671414," 1,790",
33157,Single family home,135000,3,1,-80.35782,"5,550",10245 SW 176th St,25.606211, 836,
33157,Single family home,129000,2,1,-80.358533,"8,325",10250 SW 170th Ter,25.611006," 1,080",
33139,Condo/townhome/row home/co-op,384000,2,2,-80.140536,,1025 Alton Rd Apt 606,25.781139, 730,
33176,Single family home,749000,3,2,-80.360045,0.93,10251 SW 136th St,25.64352," 3,594",
33182,Single family home,340000,3,2,-80.399965,"2,400",1025 NW 126th Ct,25.779762," 1,677",
33140,Single family home,1349000,4,3,-80.134095,"7,500",1025 W 47th St,25.822741," 2,149",1
33178,Single family home,1725000,5,5,-80.364004,"5,651",10261 NW 74th Ter,25.841413," 4,128",1
33178,Single family,7950,5,5,-80.364004,,10261 NW 74th Ter,25.841413," 4,128",1
33178,Condo/townhome/row home/co-op,367000,3,2,-80.361031,,10265 NW 51st Ln,25.820083," 1,898",1
33154,Condo/townhome/row home/co-op,829000,2,2,-80.12352,,10275 Collins Ave Apt 1034,25.897905," 1,056",
33178,Single family home,550000,3,2,-80.363865,"4,274",10266 NW 86th St,25.851456," 2,462",1
33154,Condo/townhome/row home/co-op,645000,1,1,-80.12352,,10275 Collins Ave Apt 1116,25.897905, 896,
33154,Condo/townhome/row home/co-op,410000,1,1,-80.12352,,10275 Collins Ave Apt 225,25.897905, 896,1
33154,Condo/townhome/row home/co-op,259000,1,1,-80.124948,,10210 E Collins Ave Unit 306,25.896127, 986,
33154,Condo/townhome/row home/co-op,409900,1,1,-80.12352,,10275 Collins Ave Apt 425,25.897905, 896,1
33154,Condo/townhome/row home/co-op,316000,0,1,-80.12352,,10275 Collins Ave Apt 503,25.897905, 481,
33154,Condo/townhome/row home/co-op,894000,2,2,-80.12352,,10275 Collins Ave Apt 519,25.897905,,
33154,Condo,3100,2,2,-80.12352,,10275 Collins Ave Apt 617,25.897905," 1,056",
33154,Condo/townhome/row home/co-op,789000,2,2,-80.12352,,10275 Collins Ave Apt 623,25.897905," 1,056",
33154,Condo/townhome/row home/co-op,800000,2,2,-80.12352,,10275 Collins Ave Apt 634,25.897905," 1,056",
33154,Condo,3500,1,1,-80.12352,,10275 Collins Ave Apt 711,25.897905, 896,1
33139,Condo/townhome/row home/co-op,6900000,2,2,-80.132179,,100 S Pointe Dr Apt 2506,25.766321," 1,870",1
33154,Condo/townhome/row home/co-op,735000,1,1,-80.12352,,10275 Collins Ave Apt 711,25.897905, 896,1
33154,Condo/townhome/row home/co-op,899000,2,2,-80.12352,,10275 Collins Ave Apt 720,25.897905,,
33154,Condo/townhome/row home/co-op,599000,1,1,-80.12352,,10275 Collins Ave Apt 928,25.897905, 896,
33172,Condo/townhome/row home/co-op,175000,2,2,-80.361795,,10229 NW 9th St Cir Unit 114-2,25.778129," 1,000",
33139,Condo/townhome/row home/co-op,209900,1,1,-80.13367,,1027 Pennsylvania Ave Apt 104,25.781233, 490,
33139,Condo/townhome/row home/co-op,297000,2,1,-80.13367,,1027 Pennsylvania Ave Apt 303,25.781233, 800,
33178,Condo/townhome/row home/co-op,333000,3,2,-80.364806,,10280 NW 63rd Ter Apt 107,25.830946," 1,360",
33178,Condo/townhome/row home/co-op,399900,3,2,-80.364806,,10280 NW 63rd Ter Apt 212,25.830946," 1,547",1
33178,Condo/townhome/row home/co-op,399900,3,2,-80.364806,,10280 NW 63rd Ter Apt 212,25.830946," 1,547",1
33154,Single family home,2595000,5,4,-80.128798,0.23,1028 88th St,25.872559," 3,620",
33172,Condo/townhome/row home/co-op,169900,1,1,-80.362761,,10288 NW 9th St Cir Apt 201,25.777098, 698,
33174,Single family home,350900,3,2,-80.362397,"6,399",10290 SW 6th St,25.76341," 1,779",
33178,Single family home,1450000,6,7,-80.365189,,10292 NW 75 St,25.842869,,
33154,Condo/townhome/row home/co-op,1999999,2,2,-80.123413,,10295 Collins Ave Unit 1110-1111,25.898934," 1,657",1
33154,Condo/townhome/row home/co-op,1925000,2,2,-80.123413,,10295 Collins Ave Unit 1016-1017,25.898934," 1,657",1
33154,Condo/townhome/row home/co-op,5800000,3,3,-80.123453,,10295 Collins Ave Unit 1203,25.898965," 3,105",1
33154,Condo/townhome/row home/co-op,3495000,2,2,-80.123453,,10295 Collins Ave Unit 2004,25.898965," 2,256",1
33134,Single family home,749900,4,3,-80.276515,"5,400",1029 Milan Ave,25.757273," 1,752",
33134,,699751,4,3,-80.276515,"5,400",1029 Milan Ave,25.757273,"1,752",
33130,Condo/townhome/row home/co-op,194000,2,2,-80.204642,,102 SW 6th Ave Apt 206,25.772513, 889,
33156,Single family home,3499000,7,6,-80.299048,1.45,10300 SW 64th Ave,25.675362," 7,497",1
33154,Condo/townhome/row home/co-op,205000,1,1,-80.133884,,10300 W Bay Harbor Dr Apt 3C,25.893281, 750,
33172,Single family home,789000,4,3,-80.36384,"6,432",10301 NW 10th St,25.779912," 3,010",1
33172,Condo/townhome/row home/co-op,200000,3,2,-80.363632,,10301 NW 9th St Cir Unit 101-12,25.777622," 1,083",
33139,Condo/townhome/row home/co-op,235000,1,1,-80.139282,,1030 9th St Apt 203,25.779119, 742,
33139,Condo/townhome/row home/co-op,195000,1,1,-80.139282,,1030 9th St Apt 404,25.779119, 743,
33139,Condo/townhome/row home/co-op,250000,1,1,-80.139282,,1030 9th St Apt 606,25.779119, 847,
33138,Multi-family home,1400000,6,6,-80.175752,,1030 NE 80th St,25.848624," 4,199",
33138,Single family home,688086,3,2,-80.176468,"9,360",1030 NE 99th St,25.866396," 2,490",
33169,Single family,260000,5,3,-80.220033,1,1030 NW 181st St,25.940125," 2,691",
33128,Multi-family home,599000,6,4,-80.212308,,1030 NW 3rd St,25.776229," 2,111",
33174,Condo/townhome/row home/co-op,199999,3,2,-80.336642,,1030 SW 87th Ave Unit A4,25.759747," 1,136",
33176,Single family home,645000,4,3,-80.361183,0.35,10310 SW 118th St,25.65923," 2,906",
33172,Condo/townhome/row home/co-op,175000,1,1,-80.364707,,10317 NW 9th St Cir Unit 406-9,25.777529, 807,
33179,Condo/townhome/row home/co-op,340000,4,3,-80.181468,,1031 NE 207th Ter,25.966762," 1,912",
33138,Single family home,750000,5,5,-80.176273,0.24,1031 NE 90th St,25.858875," 2,470",
33176,Single family home,558500,4,2,-80.361369,0.26,10320 SW 102nd St,25.674352," 2,994",
33176,Single family home,230000,4,2,-80.36098,"7,500",10320 SW 146th St,25.633925," 1,824",
33176,Single family home,825000,4,3,-80.337274,0.39,10320 SW 88th Ave,25.673676," 3,256",
33196,Single family home,195000,2,2,-80.432922,,10321 SW 147th Ct Cir Apt 7,25.671084," 1,060",
33165,Single family home,465000,3,2,-80.36221,"7,980",10321 SW 27th St,25.744245," 1,648",
33165,Single family home,395000,4,3,-80.362281,"7,500",10325 SW 41st St,25.730872," 2,365",
33165,Single family home,485000,4,2,-80.362018,"8,750",10330 SW 51st St,25.719745," 2,098",
33165,Single family home,399900,3,2,-80.362845,"4,064",10333 SW 22nd St,25.748637," 2,031",1
33186,Single family home,385000,3,2,-80.416112,"7,096",10340 SW 136th Ct,25.671131," 1,426",
33138,Single family home,2495000,5,4,-80.175819,0.32,1034 NE 84th St,25.852842," 3,805",
33190,Condo/townhome/row home/co-op,122500,2,2,-80.359267,,10350 SW 220th St Apt 237,25.561735, 940,
33154,Condo/townhome/row home/co-op,325000,1,1,-80.133553,,10350 W Bay Harbor Dr Apt 3B,25.89398, 950,
33154,Condo/townhome/row home/co-op,249000,1,1,-80.133553,,10350 W Bay Harbor Dr Apt 3K,25.89398, 950,
33154,Condo/townhome/row home/co-op,350000,1,1,-80.133553,,10350 W Bay Harbor Dr Apt 4B,25.89398, 950,
33154,Condo/townhome/row home/co-op,260000,1,1,-80.133553,,10350 W Bay Harbor Dr Apt 5K,25.89398, 950,
33178,Single family home,799000,4,3,-80.365585,"7,403",10352 NW 46th Ter,25.814689," 3,019",
33196,Single family home,337500,3,2,-80.453659,"6,007",10354 SW 159th Ave,25.670021," 1,728",
33139,Condo/townhome/row home/co-op,229000,1,1,-80.134814,,1035 Euclid Ave Apt 14,25.781339, 422,
33168,Single family,97650,2,1,-80.214821,"7,950",1035 NW 108th St,25.873639," 1,104",
33139,Condo/townhome/row home/co-op,395000,2,1,-80.141829,,1035 West Ave Apt 305,25.781247, 983,1
33139,Condo/townhome/row home/co-op,249000,1,1,-80.141829,,1035 West Ave Apt 506,25.781247, 576,
33139,Condo/townhome/row home/co-op,370000,2,1,-80.141829,,1035 West Ave Apt 605,25.781247, 983,1
33139,Single family,2800,2,1,-80.141829,,1035 West Ave Apt 701,25.781247, 983,1
33179,Condo/townhome/row home/co-op,199531,2,2,-80.181932,,1036 NE 209th Ter,25.968205," 1,296",1
33178,Single family home,868000,3,2,-80.36451,"5,113",10365 NW 56th Ter,25.824275," 2,596",1
33130,Multi-family home,599900,8,4,-80.212146,,1036 SW 2nd St,25.77134," 2,954",
33196,Condo/townhome/row home/co-op,164900,1,1,-80.439018,,10370 SW 150th Ct Apt 9202,25.671236, 579,
33190,Condo/townhome/row home/co-op,140000,2,2,-80.359267,,10370 SW 220th St Apt 111,25.561735, 940,1
33190,Condo/townhome/row home/co-op,119900,2,2,-80.359267,,10370 SW 220th St Apt 202,25.561735, 940,
33176,Single family home,250000,4,2,-80.362184,0.28,10371 SW 146th St,25.634402," 1,592",
33189,Condo,179000,3,2,-80.360184,"4,507",10371 SW 209th Ln,25.572138," 1,235",
33184,Condo/townhome/row home/co-op,164300,3,2,-80.388778,,1037 SW 119th Ct Unit A2,25.758402," 1,362",
33176,Condo/townhome/row home/co-op,132100,2,1,-80.361245,,10381 N Kendall Dr Unit 8,25.689479, 891,
33157,Single family home,210000,3,1,-80.363842,"7,735",10383 SW 153rd St,25.627002," 1,162",
33196,,238943,3,2,-80.445428,,10385 SW 154th Circle Ct Apt 99,25.67066,"1,450",
33178,Single family home,829000,4,4,,0.28,10393 NW 77th St,," 2,988",
33189,Condo/townhome/row home/co-op,169900,2,2,-80.36124,,10399 SW 209th Ln,25.572189," 1,000",
33176,Single family home,675000,5,3,-80.362611,0.34,10400 SW 138th St,25.640883," 3,505",
33156,Single family home,2195000,6,5,-80.298899,1.04,10400 SW 64th Ave,25.673949," 5,123",1
33176,Condo/townhome/row home/co-op,160000,2,2,-80.368615,,10401 SW 108th Ave Apt C143,25.671855, 885,
33176,Single family home,775000,5,3,-80.363462,0.99,10405 SW 124th St,25.654435," 3,139",
33196,Condo/townhome/row home/co-op,169600,2,2,-80.444292,,10405 SW 153rd Ct Apt 7,25.669523," 1,078",
33132,Condo/townhome/row home/co-op,899000,2,2,-80.190156,,1040 E Biscayne Blvd Unit 1103,25.784633," 1,794",1
33132,Condo/townhome/row home/co-op,359000,1,1,-80.190156,,1040 Biscayne Blvd Apt 3005,25.784633, 791,1
33161,Single family home,150000,3,2,-80.178615,"8,176",1040 NE 149th St,25.912166," 1,562",
33162,Single family home,225000,4,2,-80.17928,"7,500",1040 NE 166th St,25.928025," 2,201",
33141,Single family home,2990000,6,5,-80.145037,0.23,1040 S Shore Dr,25.854033," 5,647",1
33196,Condo/townhome/row home/co-op,192100,2,1,-80.649261,,10415 SW 153rd Ct Apt 2,25.763966," 1,050",1
33176,Condo/townhome/row home/co-op,169500,2,2,-80.375078,,10425 SW 112th Ave Apt 109,25.671307, 936,
33196,Condo/townhome/row home/co-op,170000,2,2,-80.45106,,10420 SW 158th Ct Apt 105,25.668407," 1,075",
33176,Condo,1550,2,2,-80.375078,,10425 SW 112th Ave Apt 311,25.671307, 927,
33190,Single family home,329999,4,3,-80.361361,"5,000",10425 SW 226th St,25.557552," 1,884",
33178,Single family home,1173000,4,3,-80.366853,"5,366",10431 NW 68th Ter,25.835991," 3,537",1
33176,Condo/townhome/row home/co-op,179000,2,1,-80.362673,,10431 N Kendall Dr Apt D214,25.688197, 890,
33128,Condo/townhome/row home/co-op,100000,2,1,-80.212445,,1043 NW 2nd St Apt 13,25.775835, 715,
33196,Condo/townhome/row home/co-op,175000,2,2,-80.435259,,10441 Mahogany Key Cir Apt 201,25.669109," 1,212",
33196,Condo/townhome/row home/co-op,115000,2,2,-80.435259,,10441 Mahogany Key Cir Apt 204,25.669109," 1,003",
33178,Single family home,620000,3,2,-80.364728,"5,113",10441 NW 56th Ter,25.823979," 2,596",1
33136,Single family,8000,4,4,-80.212017,,1044 NW North River Dr,25.782042," 3,100",
33139,Condo/townhome/row home/co-op,285000,1,1,-80.139346,,1045 10th St Apt 504,25.780824, 890,
33139,,217771,1,1,-80.139346,,1045 10th St Apt 505,25.780824,700,
33173,Single family home,400000,4,2,-80.363885,0.27,10451 SW 56th Ter,25.715298," 2,540",1
33178,Single family,3900,4,4,-80.367512,,10454 NW 70th Ln,25.837405," 2,890",
33178,Single family home,650000,4,4,-80.367512,"4,000",10454 NW 70th Ln,25.837405," 2,890",
33178,Single family home,789000,4,4,-80.367491,"4,000",10455 NW 69th Ter,25.836664," 2,878",
33139,Condo/townhome/row home/co-op,195000,1,1,-80.139363,,1045 Lenox Ave Apt 5,25.781428, 595,
33176,Single family home,390000,2,2,-80.365028,0.35,10460 SW 110th St,25.666648," 1,374",
33157,Single family home,267500,3,2,-80.362296,"8,250",10485 SW 200th St,25.581367," 1,666",
33178,Single family home,675000,4,4,-80.367978,"4,000",10495 NW 69th Ter,25.836664," 2,878",
33182,Single family home,380000,3,2,-80.404773,"4,500",1049 NW 129th Ave,25.781032," 1,851",
33150,Multi family,165000,3,2,-80.198777,"7,800",104 NW 70th St,25.839009," 1,624",
33178,Single family home,1599000,5,5,-80.367619,"5,000",10501 NW 68th Ter,25.835987," 4,020",
33196,Condo/townhome/row home/co-op,140000,1,1,-80.447874,,10501 SW 155th Ct Apt 1116,25.668923, 588,
33190,Single family home,324500,4,2,-80.362042,"6,125",10501 SW 224th Ter,25.55906," 2,176",
33131,Condo,1850,0,1,-80.192193,,1050 Brickell Ave Apt 2012,25.763275, 601,
33131,Condo/townhome/row home/co-op,309998,1,1,-80.192193,,1050 Brickell Ave Apt 2104,25.763275, 731,
33131,Condo/townhome/row home/co-op,495000,2,2,-80.192193,,1050 Brickell Ave Apt 2314,25.763275," 1,278",1
33131,Condo/townhome/row home/co-op,464900,2,2,-80.192193,,1050 Brickell 5 Ave Unit 2520,25.763275," 1,288",1
33161,Single family home,309999,3,2,-80.17768,"9,525",1050 NE 140th St,25.90409," 1,523",
33131,Condo/townhome/row home/co-op,440000,2,2,-80.192193,,1050 Brickell Ave Apt 2820,25.763275," 1,268",1
33139,Condo/townhome/row home/co-op,119500,0,1,-80.134343,,1050 Pennsylvania Ave Unit 12A,25.78171, 380,
33139,Condo/townhome/row home/co-op,200000,1,1,-80.134358,,1050 Pennsylvania Ave Apt 14,25.781711, 600,
33139,Condo/townhome/row home/co-op,119500,0,1,-80.134343,,1050 Pennsylvania Ave Unit 12A,25.78171, 380,
33179,Condo/townhome/row home/co-op,335000,4,3,-80.18076,,1051 NE 207th Ter,25.966774," 1,912",
33165,Single family home,225000,2,1,-80.366109,0.23,10520 SW 45th St,25.725355," 1,709",
33176,Single family home,470000,4,2,-80.360705,0.28,10521 SW 103rd Ave,25.670162," 1,777",
33196,Single family home,333000,4,2,-80.433301,"4,200",10522 SW 147th Ct,25.668738," 1,676",1
33178,Single family home,547900,3,2,-80.368352,"4,030",10523 NW 70th Ln,25.837801," 2,396",1
